molecule_chembl_id,canonical_smiles,standard_value,actual,predicted
CHEMBL5814404,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nsc(CN2CCN(C)CC2)n1,525,active,inactive
CHEMBL5814418,CC(C)(C)n1nc(-c2ccc3cc(C(=O)Nc4cnoc4)[nH]c3c2)c2c(N)ncnc21,26100,active,active
CHEMBL5814821,CC(C)n1nc(-c2[nH]c3cc(-c4ncco4)ccc3c2Cl)c2c(N)ncnc21,894,active,active
CHEMBL5814993,Cn1ccc(NC(=O)c2cc3ccc(-c4nn(C(C)(C)C)c5ncnc(N)c45)cc3[nH]2)n1,30000,active,active
CHEMBL5815325,COc1cc2c(Nc3cc(Cl)c(Br)cc3F)ncnc2cc1OC[C@@H]1CN2CCOCC2CO1,525,active,active
CHEMBL5815459,COCCN(C)CCCOc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3)c2c2c1OCCO2,275,active,inactive
CHEMBL5815669,COCCOc1cc2ncnc(Oc3ccc(NC(=O)Nc4cccc(OC)c4)cc3)c2c2c1OCCO2,50,active,inactive
CHEMBL5815843,CC(C)n1nc(-c2[nH]c3cc(Br)ccc3c2Cl)c2c(N)ncnc21,30000,active,active
CHEMBL5815924,CC(C)(C)n1nc(-c2ccc3cc(C(=O)Nc4ccncc4)[nH]c3c2)c2c(N)ncnc21,30000,active,active
CHEMBL5816135,COc1cc(OC)cc(N(Cc2nccn2S(=O)(=O)N(C)C)c2ccc3ncc(-c4cnn(C)c4)cc3n2)c1,50.1,active,inactive
CHEMBL5816186,Cc1ccc(F)c(C(=O)Nc2cccc(C#Cc3cc(C(=O)N=S4(=O)CCN(C(N)=O)CC4)cnc3N)c2)c1,15,active,active
CHEMBL5816323,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(CNCCOCCOCCOCCOCO)ccc2N3)cc1O,0.503,active,active
CHEMBL5816335,CN(C)CCOc1cccc2c(=O)c3ccc(Oc4ccccc4)cc3oc12,10000,active,inactive
CHEMBL5816764,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1ccc2nonc2c1,525,active,active
CHEMBL5816820,O=C(Nc1ccc(Oc2ncnc3cc(OCCN4CCCC4)c4c(c23)OCCO4)cc1)Nc1cc(C(F)(F)F)ccc1F,5000,active,active
CHEMBL5817435,CCn1cc(-c2ccc(F)cc2)c(=O)c2c(Nc3ccc(Oc4ccnc5cc(OCC(C)(C)O)ccc45)c(F)c3)nccc21,5000,active,active
CHEMBL5817745,CC(C)(C#N)c1cccc(C(=O)Nc2cc(Nc3ncccc3-c3ncnc4[nH]ccc34)c(F)cc2F)c1,21,active,inactive
CHEMBL5817991,CCN(CC)CC(C)NCc1ccc2c(c1)NC(=O)c1c(Nc3cc(O)ccc3C)ccnc1N2,6.69,active,inactive
CHEMBL5818134,CC(C)(C)n1nc(-c2cc3cc(C#N)ccc3[nH]2)c2c(N)ncnc21,30000,active,active
CHEMBL5818269,CNC(=O)c1ccccc1Sc1ccc2c(C#Cc3ccc(NC(=O)NCCOCCOCCOC)nc3)n[nH]c2c1,5.5,active,active
CHEMBL5818271,COCCOc1cc2ncnc(Oc3ccc(NC(=O)NC4CCC4)c(Cl)c3)c2c2c1OCCO2,50,active,inactive
CHEMBL5819067,COc1cc2c(Nc3cccc(C(F)(F)F)c3F)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,525,active,inactive
CHEMBL5819420,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNCC(O)CO)ccc1N2,7.31,active,inactive
CHEMBL5820090,Cc1cccc(C(=O)Nc2cc(Nc3ncccc3-c3ncnc4[nH]cnc34)ccc2F)n1,394,active,inactive
CHEMBL5820147,O=C(Nc1ccc(Nc2ncccc2-c2ncnc3[nH]cnc23)cc1)c1cccc(C(F)(F)F)c1,982,active,inactive
CHEMBL5820171,COc1cc(OC)c(Cl)c(-c2cc3cnc(Nc4ccc(C(=O)N5C[C@@H](C)N[C@@H](C)C5)cc4)nc3n3cnnc23)c1,6.2,active,active
CHEMBL5820199,CC(C)(C)n1nc(-c2ccc3cc(C(=O)Nc4ccccc4)[nH]c3c2)c2c(N)ncnc21,30000,active,active
CHEMBL5820230,COc1cc(OC)c(F)c(N(Cc2ncccn2)c2ccc3ncc(-c4cnn(C)c4)cc3n2)c1F,110,active,active
CHEMBL5820336,COc1cc(OC)c(F)c(N(CC2CCCO2)c2ccc3ncc(-c4cnn(C)c4)cc3n2)c1F,10.2,active,inactive
CHEMBL5820450,CC(C)(O)COc1ccc2c(Oc3ccc(Nc4nccc5c4c(=O)c(-c4ccc(F)cc4)cn5CCO)cc3F)ccnc2c1,5000,active,active
CHEMBL5820542,O=C(Nc1cccc(Oc2ccc3nccnc3c2)c1)Nc1ccc(Cl)c(C(F)(F)F)c1,100,active,inactive
CHEMBL5820783,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNCCN3CCCCCC3)ccc1N2,4.09,active,inactive
CHEMBL5821356,COc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OC[C@@H]1C[C@@H]2CN(S(C)(=O)=O)C[C@@H]2C1,525,active,inactive
CHEMBL5821525,Nc1ncnc2c1c(-c1[nH]c3ccccc3c1Cl)nn2C1CCC(NC(=O)C2CC2)CC1,17300,active,inactive
CHEMBL5821626,COCCOc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3)c2c2c1OCCO2,50,active,inactive
CHEMBL5821727,CC(C)(C)n1nc(-c2ccc3cc(C(=O)NCC(F)(F)F)[nH]c3c2)c2c(N)ncnc21,150000,active,active
CHEMBL5821859,CC(=O)Nc1ccc2c(Cl)c(-c3nn(C(C)(C)C)c4ncnc(N)c34)[nH]c2c1,1050,active,active
CHEMBL5821889,CNC(=O)c1ccc2cc(-c3nn(C(C)C)c4ncnc(N)c34)[nH]c2c1,11100,active,active
CHEMBL5822242,Cc1cc(OCCN(C)C)c2oc3cc(Sc4ccc(CCC(=O)NC5CCCC5)nc4)ccc3c(=O)c2c1,5500,active,active
CHEMBL5822317,CCc1ccc(C(C)NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1ccc2nc(Nc3cnn(C)c3)ncc2c1,1000,active,active
CHEMBL5822596,CNC(=O)c1ccc2cc(-c3nn(C(C)C)c4c(Cl)cnc(N)c34)[nH]c2c1,5130,active,active
CHEMBL5822642,CNC(=O)c1ccc2cc(-c3cc(C(C)C)n4ncnc(N)c34)[nH]c2c1,2560,active,active
CHEMBL5822998,O=C(Nc1cccc(Oc2ccc3nccnc3c2)c1)Nc1cccc(C(F)(F)F)c1,100,active,inactive
CHEMBL5823015,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1cc(-c2ccccc2)no1,525,active,active
CHEMBL5823203,Nc1ncnc2c1c(-c1[nH]c3ccccc3c1Cl)nn2C1CCOC1,17100,active,inactive
CHEMBL5823762,COc1cc2c(Nc3c(F)cc(F)cc3F)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,525,active,inactive
CHEMBL5824152,COc1cc2c(Nc3ccccc3F)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,525,active,inactive
CHEMBL5824728,Nc1ncnc2c1c(-c1cc3ccccc3[nH]1)nn2C1CCC(N2CCOCC2)CC1,9060,active,inactive
CHEMBL5824767,COc1cc2c(Nc3ccc(F)cc3)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,10500,active,inactive
CHEMBL5825106,O=C(Nc1ccc(F)c(Nc2ncccc2-c2ncnc3[nH]cnc23)c1F)c1cc(F)cc(C(F)(F)F)c1,74,active,inactive
CHEMBL5825422,CC(C)(C)n1nc(-c2[nH]c3cc(C(=O)NCc4nccs4)ccc3c2Cl)c2c(N)ncnc21,30000,active,active
CHEMBL5825897,CCOC1CCCN(Cc2ccc3c(c2)NC(=O)c2c(Nc4cc(O)c(C)cc4F)ccnc2N3)C1,1.02,active,inactive
CHEMBL5826764,COC(=O)c1cnc(N)c(-c2cc3cc(NC(=O)Nc4ccc(C)cc4)ccc3s2)c1,12,active,inactive
CHEMBL5826839,O=C(Nc1cccc(C(F)(F)F)c1)Nc1ccc(F)c(C(=O)c2ccc3ncc(N4CCOCC4)nc3c2)c1,100,active,active
CHEMBL5826872,COc1cc(OC)cc(N(CC2CCCO2)c2ccc3ncc(-c4cnn(C)c4)cc3n2)c1,39.8,active,active
CHEMBL5827470,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(C(=O)N4CCC(CCO)CC4)ccc2N3)cc1O,1.83,active,inactive
CHEMBL5827543,O=C(Nc1ccc(F)c(C(=O)c2ccc3ncc(N4CCOCC4)nc3c2)c1)c1ccc(Cl)c(C(F)(F)F)c1,100,active,active
CHEMBL5827889,CNC(=O)c1ccc2c(Cl)c(-c3nn(C(C)(C)C)c4ncnc(N)c34)[nH]c2n1,30000,active,inactive
CHEMBL5828169,Nc1ncnc2c1c(-c1[nH]c3ncccc3c1Cl)nn2CC1CCOCC1,30000,active,inactive
CHEMBL5828198,COc1cc(OC)c(Cl)c(-c2cc3cnc(Nc4ccc(C5CCNCC5)cc4)nc3n3cnnc23)c1,2.5,active,active
CHEMBL5828355,CC(C)C(=O)Nc1ccc(F)c(Nc2ncccc2-c2ncnc3[nH]cnc23)c1F,2720,active,inactive
CHEMBL5828411,COc1cc2c(Nc3ccc(Br)cc3Cl)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,50,active,inactive
CHEMBL5829100,COc1cc2c(Nc3ccc(C)c(Br)c3)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,525,active,inactive
CHEMBL5829147,CNC(=O)c1ccc2cc(-c3nn(C(C)(C)C)c4ncnc(N)c34)[nH]c2n1,30000,active,inactive
CHEMBL5829198,N#Cc1ccc2c(c1)NC(=O)c1c(Nc3cc(O)c(Cl)cc3Cl)ccnc1N2,9.8,active,inactive
CHEMBL5829685,CNNc1ccc2c(Cl)c(-c3nn(C(C)(C)C)c4ncnc(N)c34)[nH]c2c1,1050,active,active
CHEMBL5829807,COCCCOc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)c2c2c1OCCO2,50,active,active
CHEMBL5829821,CNC(=O)Nc1ccc(Oc2ccnc3cc(OCCCN4CCOCC4)c4c(c23)OCCO4)cc1Cl,50,active,active
CHEMBL5830126,Cc1ccoc1C(=O)Nc1cccc(C#Cc2cc(C(=O)N=S3(=O)CCNCC3)cnc2N)c1,3,active,inactive
CHEMBL5830145,CC(C)(C)n1nc(-c2cc3cc(Cl)cnc3[nH]2)c2c(N)ncnc21,1410,active,inactive
CHEMBL5830232,COCCN(C)CCCOc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)c2c2c1OCCO2,50,active,inactive
CHEMBL5830381,Cc1ccoc1C(=O)Nc1ccc2sc(-c3cc(C(=O)N=S(C)(C)=O)cnc3N)cc2c1,457,active,inactive
CHEMBL5830567,CNC(=O)c1ccc2cc(-c3nn(C4CCCCC4)c4ncnc(N)c34)[nH]c2c1,30000,active,active
CHEMBL5831852,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNCCc3ccncc3)ccc1N2,3.49,active,active
CHEMBL5832247,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(CN4CCCC(O)CC4)ccc2N3)cc1O,0.394,active,inactive
CHEMBL5832510,Cc1cc(OCCN(C)C)c2oc3cc(Oc4ccc(NCc5ccc(CO)nc5)nc4)ccc3c(=O)c2c1,10000,active,active
CHEMBL5832652,COCCn1ccc(NC(=O)c2ccc3c(Cl)c(-c4nn(C(C)(C)C)c5ncnc(N)c45)[nH]c3c2)n1,1000,active,active
CHEMBL5833031,COC(=O)c1cnc(N)c(-c2cc3cc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)ccc3s2)c1,24,active,inactive
CHEMBL5833348,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNCCN3CCC(C)CC3)ccc1N2,4.4,active,inactive
CHEMBL5834109,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(CN4CC(=O)N(C(C)C)C(C)(C)C4)ccc2N3)cc1O,2.43,active,inactive
CHEMBL5834202,CCC(C)CNCc1ccc2c(c1)NC(=O)c1c(Nc3cc(O)ccc3C)ccnc1N2,5.83,active,inactive
CHEMBL5834359,COc1cc2c(Nc3cc(F)c(Oc4ccc(Cl)cc4)c(F)c3)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,525,active,active
CHEMBL5834373,COc1cc(OC)c(Cl)c(-c2cc3cnc(Nc4ccc(N5CCN6CCC[C@@H]6C5)cc4)nc3n3cnnc23)c1Cl,6.2,active,active
CHEMBL5834432,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)c(C(F)(F)F)c4)cc3F)c2c2c1OCCO2,275,active,active
CHEMBL5834446,Nc1ncnc2c1c(-c1[nH]c3ncccc3c1Cl)nn2C1CNC1,30000,active,inactive
CHEMBL5835520,CC(C)n1cc(-c2[nH]c3ncccc3c2Cl)c2c(N)ncnc21,1520,active,inactive
CHEMBL5835833,COCCOc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)c(F)c3)c2c2c1OCCO2,50,active,active
CHEMBL5835883,Cn1cc(-c2cnc3ccc(N(Cc4ncc[nH]4)c4cc(F)cc(F)c4)nc3c2)cn1,186,active,inactive
CHEMBL5836642,COc1cc(OC)c(Cl)c(-c2cc3cnc(Nc4ccc(CN5CCOCC5)cc4)nc3n3cnnc23)c1,2.8,active,active
CHEMBL5836725,COc1cc2c(Nc3cc(C(F)(F)F)ccc3Br)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,525,active,inactive
CHEMBL5837138,COC(=O)c1cnc(N)c(-c2ccc(NC(=O)Nc3cc(C(F)(F)F)ccc3F)cc2)c1,7,active,inactive
CHEMBL5837305,O=C(Nc1cccc(C(=O)c2ccc3ncc(N4CCOCC4)nc3c2)c1)c1cccc(C(F)(F)F)c1,100,active,active
CHEMBL5837625,Cc1cc(OCCN2CCCCC2)c2oc3cc(Oc4ccc(CCC(=O)NC5CCCC5)nc4)ccc3c(=O)c2c1,10000,active,active
CHEMBL5837855,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNCCC(F)(F)F)ccc1N2,9.47,active,inactive
CHEMBL5838216,COc1cc2c(Nc3ccc(F)cc3C(F)(F)F)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,10500,active,inactive
CHEMBL5838555,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc2c(s1)CNC(C)C2,525,active,active
CHEMBL5838722,COc1cc2c(Nc3ccc(Br)c(Cl)c3Cl)ncnc2cc1O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2OC,20000,active,inactive
CHEMBL5838745,CCN(CC)CCOc1cc(C)cc2c(=O)c3ccc(Oc4ccc(CCC(=O)NC5CCCC5)nc4)cc3oc12,10000,active,active
CHEMBL5838797,Cc1cc(OCCC2CCN(C(=O)OC(C)(C)C)CC2)c2oc3cc(Oc4ccccc4)ccc3c(=O)c2c1,5500,active,inactive
CHEMBL5839052,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNC(C)CN(C)C)ccc1N2,8.47,active,inactive
CHEMBL5839704,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(CN4CCC(CCO)CC4)ccc2N3)cc1O,0.388,active,inactive
CHEMBL5839813,COc1ccc2c(c1)CC(N(C)c1nc(C)nc3oc(C)cc13)N2,20.9,active,inactive
CHEMBL5839855,O=C(Nc1ccc(F)c(Nc2ncccc2-c2ncnc3[nH]cnc23)c1F)c1ccc(N2CCCC2)c(C(F)(F)F)c1,4970,active,active
CHEMBL5840043,O=C(Nc1ccc(Oc2ccnc3cc(OCCCN4CCOCC4)c4c(c23)OCCO4)cc1)Nc1ccc(F)cc1F,50,active,active
CHEMBL5840645,COc1cc(/N=c2\ccc3ncc(-c4cnn(C)c4)cc3n2CCNC(C)C)cc(OC)c1,63.1,active,inactive
CHEMBL5840681,CCC(CC)CNCc1ccc2c(c1)NC(=O)c1c(Nc3cc(O)ccc3C)ccnc1N2,10,active,inactive
CHEMBL5840832,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(CN4CCCC(O)(c5ccccc5)C4)ccc2N3)cc1O,2.19,active,inactive
CHEMBL5840986,Cc1ccc(F)c(C(=O)Nc2cccc(C#Cc3cc(C(=O)N=S4(=O)CCNCC4)cnc3N)c2)c1,16,active,inactive
CHEMBL5841168,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(CN(C)CCN(C)C)ccc2N3)cc1O,0.863,active,inactive
CHEMBL5841951,CC(C)(C#N)c1cccc(C(=O)Nc2cc(Nc3ncccc3-c3ncnc4[nH]cnc34)ccc2Cl)c1,191,active,active
CHEMBL5842075,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(CN4CC5CC5C4CO)ccc2N3)cc1O,0.96,active,inactive
CHEMBL5842236,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nsc(-c2cccs2)n1,50,active,inactive
CHEMBL5842404,CCC(CC)NCc1ccc2c(c1)NC(=O)c1c(Nc3cc(O)ccc3C)ccnc1N2,6.11,active,inactive
CHEMBL5842502,COCCOc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3F)c2c2c1OCCO2,50,active,inactive
CHEMBL5842588,COc1c(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccnc1-c1cnn(C)c1,417,active,inactive
CHEMBL5842748,Nc1ncnc2c1c(-c1[nH]c3ncccc3c1Cl)nn2CCN1CCCCC1,30000,active,inactive
CHEMBL5842862,Cc1cccc(NC(=O)Nc2cccc(Oc3ccnc(-c4cc(C(=O)N=S(C)(C)=O)c[nH]4)c3)c2)c1,18,active,active
CHEMBL5842976,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNCc3cccc(Cl)c3)ccc1N2,9.56,active,active
CHEMBL5843185,CNC(=O)c1ccccc1Sc1ccc2c(C#Cc3ccc(NC(=O)COCCOCCOCCOCCOC)cc3)n[nH]c2c1,4.9,active,active
CHEMBL5843265,COc1cc(OC)cc(C(Cc2nccn2S(=O)(=O)N(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3n2)c1,1000,active,inactive
CHEMBL5843505,Cn1cc(-c2cnc3ccc(C(=O)c4cccc(NC(=O)Nc5ccc(Cl)c(C(F)(F)F)c5)c4)cc3n2)cn1,100,active,active
CHEMBL5843709,COc1cc2c(Nc3cc(F)c(F)cc3F)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,50,active,inactive
CHEMBL5844036,CC(C)(C)n1nc(-c2ccc3cc(C(=O)Nc4ccsc4)[nH]c3c2)c2c(N)ncnc21,30000,active,active
CHEMBL5844044,COc1cc(Oc2ccc3c(=O)c4cc(C)cc(OCCN(C)C)c4oc3c2)ccc1OCc1ccc(CO)cc1,10000,active,inactive
CHEMBL5844336,CN(C)CCOc1cc2ncnc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2c2c1OCCO2,275,active,active
CHEMBL5844533,CNC(=O)c1[nH]c2cc(-c3nn(C(C)(C)C)c4ncnc(N)c34)ccc2c1F,16200,active,active
CHEMBL5844542,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@H]1CO[C@@H]2[C@@H](OC)[C@@H](OC)O[C@@H]21,525,active,inactive
CHEMBL5844677,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNCc3ccc(Cl)nc3)ccc1N2,2.86,active,active
CHEMBL5844695,O=C(Nc1ccc(F)c(Nc2ncccc2-c2ncnc3[nH]cnc23)c1F)c1ccno1,2070,active,inactive
CHEMBL5844696,CNC(=O)c1cc2[nH]c(-c3nn(C(C)(C)C)c4ncnc(N)c34)cc2cc1Cl,4500,active,active
CHEMBL5844874,COCCOCCOCCOCCOCCOCCOCCOCCNCc1ccc2c(c1)NC(=O)c1c(Nc3cc(O)c(C)cc3F)ccnc1N2,5.18,active,active
CHEMBL5845699,COC(=O)c1cnc(N)c(-c2cc3cc(NC(=O)Nc4ccccc4)ccc3s2)c1,28,active,inactive
CHEMBL5846213,COc1cc(OC)cc(N(Cc2nccn2S(=O)(=O)N(C)C)c2ccc3ncc(-c4cccnc4)cc3n2)c1,158,active,active
CHEMBL5846246,CCN(CCCO)Cc1ccc2c(c1)NC(=O)c1c(Nc3cc(O)c(C)cc3F)ccnc1N2,0.709,active,inactive
CHEMBL5846619,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(-c2ccc(Cl)cc2)no1,525,active,active
CHEMBL5846994,COc1cc(OC)cc(N(Cc2cncn2Cc2ccccc2)c2ccc3ncc(-c4cnn(C)c4)cc3n2)c1,35.5,active,inactive
CHEMBL5847581,CC(C)NCCN(c1ccc2ncc(-c3cnn(C)c3)cc2n1)c1c(F)cccc1F,123,active,active
CHEMBL5848178,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNCC(C)Cn3cccn3)ccc1N2,6.74,active,active
CHEMBL5848610,CCN1CCC(c2ccc(Nc3ncc4cc(-c5cc6[nH]c(C)nc6cc5Cl)c5nncn5c4n3)cc2)CC1,13,active,inactive
CHEMBL5849217,Cn1cc(-c2nccc(Oc3ccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3)c2F)cn1,28.6,active,active
CHEMBL5849877,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@H]1CO[C@@H]2[C@@H](OC)[C@H](OC)O[C@@H]21,50,active,inactive
CHEMBL5850059,COc1cc(OC)c(F)c(N(Cc2nnc[nH]2)c2ccc3ncc(-c4cnn(C)c4)cc3n2)c1F,10.2,active,inactive
CHEMBL5850074,CC(C)(C#N)c1cc(F)cc(C(=O)Nc2ccc(F)c(Nc3ncccc3-c3ncnc4[nH]cnc34)c2F)c1,127,active,inactive
CHEMBL5850142,O=C(Nc1cccc(Oc2ccc3nccnc3c2)c1)c1cccc(C(F)(F)F)c1,100,active,active
CHEMBL5850230,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNC[C@H](C)c3ccccc3)ccc1N2,11.6,active,inactive
CHEMBL5850462,COc1cc(OC)cc(N(Cc2nnc[nH]2)c2ccc3ncc(-c4cnn(C)c4)cc3n2)c1,20,active,inactive
CHEMBL5850782,O=C(Nc1ccc(F)cc1)C1(C(=O)Nc2ccc(Oc3ccnc4cc(OCCCN5CCOCC5)c5c(c34)OCCO5)cc2F)CC1,50,active,inactive
CHEMBL5851055,CNC(=O)c1cc2ccc(-c3nn(C(C)(C)C)c4ncnc(N)c34)cc2[nH]1,7870,active,active
CHEMBL5851422,COCCNC(=O)c1ccc2c(Cl)c(-c3nn(C(C)(C)C)c4ncnc(N)c34)[nH]c2c1,26900,active,active
CHEMBL5851551,CC1(O)CCN(CCCOc2cc3nccc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)cc4F)c3c3c2OCCO3)CC1,50,active,inactive
CHEMBL5851763,CCONC(=O)c1cc2ccc(-c3nn(C(C)(C)C)c4ncnc(N)c34)cc2[nH]1,8250,active,active
CHEMBL5851947,Cc1nnc(NC(=O)c2cc3ccc(-c4nn(C(C)(C)C)c5ncnc(N)c45)cc3[nH]2)s1,30000,active,active
CHEMBL5852090,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nsc(CN2CCOCC2)n1,525,active,inactive
CHEMBL5852182,CCOc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3)c2c2c1OCCO2,275,active,inactive
CHEMBL5852284,O=C(Nc1ccc(F)cc1)C1(C(=O)Nc2ccc(Oc3ccnc4cc(OCCCN5CCOCC5)c5c(c34)OCCO5)cc2Cl)CC1,275,active,inactive
CHEMBL5852322,CC(C)(C#N)c1cccc(C(=O)Nc2ccc(Nc3ncccc3-c3ncnc4[nH]cnc34)c(F)c2)c1,5031,active,inactive
CHEMBL5852380,CC(C)n1nc(-c2[nH]c3ccccc3c2Cl)c2c(N)nccc21,30000,active,active
CHEMBL5852556,CC(C)NC(=O)Nc1ccc(Oc2ccnc3cc(OCCCN4CCOCC4)c4c(c23)OCCO4)cc1Cl,50,active,active
CHEMBL5852698,COc1cc(OC)c(F)c(N(Cc2ncccn2)c2ccc3ncc(-c4cnn(C)c4)cc3n2)c1,31.6,active,inactive
CHEMBL5853684,CCOc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(F)c3)c2c2c1OCCO2,50,active,active
CHEMBL5854034,COc1cccc(C(=O)Nc2ccc(F)c(Nc3ncccc3-c3ncnc4[nH]cnc34)c2F)c1,846,active,active
CHEMBL5854123,COC(=O)c1cnc(N)c(-c2cc3cc(NC(=O)Nc4cc(C)ccc4F)ccc3s2)c1,15,active,inactive
CHEMBL5854149,CS(C)(=O)=NC(=O)c1cncc(-c2cc3cc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)ccc3s2)c1,14,active,inactive
CHEMBL5854877,CC[C@@H](C)[C@@H](CO)NCc1ccc2c(c1)NC(=O)c1c(Nc3cc(O)c(C)cc3F)ccnc1N2,2.82,active,inactive
CHEMBL5855458,Cn1cc(-c2cc(-c3c(-c4ccc(F)cn4)nc4n3[C@H]3CC[C@@H]4C3)ccn2)cn1,2083,active,inactive
CHEMBL5855741,CC(C)(C)OC(=O)NC1CCC(n2nc(-c3[nH]c4ncccc4c3Cl)c3c(N)ncnc32)CC1,30000,active,inactive
CHEMBL5855911,Cc1ccc2cc(-c3nn(C(C)(C)C)c4ncnc(N)c34)[nH]c2c1,30000,active,active
CHEMBL5855950,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(CNC4CCCC4)ccc2N3)cc1O,1.34,active,inactive
CHEMBL5855991,CC(C)(C)n1nc(-c2cc3ccccc3[nH]2)c2c(N)ncnc21,26000,active,active
CHEMBL5856278,C=CC(=O)Nc1cccc(-c2cccc3cnc(Nc4ccc(N5CCN(CCO)CC5)cc4F)nc23)c1,300,active,inactive
CHEMBL5856485,COc1cccc(NC(=O)Nc2ccc(Nc3ncnc4cc(OC)c5c(c34)OCCO5)cc2)c1,275,active,inactive
CHEMBL5856514,CCn1nc(-c2[nH]c3cc(C(=O)NC)ccc3c2Cl)c2c(N)ncnc21,30000,active,active
CHEMBL5856702,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(CN4CCC(C)C(O)C4)ccc2N3)cc1O,0.432,active,inactive
CHEMBL5857089,Cc1cc(OCCN2CCCC2)c2oc3cc(Oc4ccc(CCC(=O)NC5CCCC5)nc4)ccc3c(=O)c2c1,10000,active,active
CHEMBL5857147,Cc1cccc(-c2nc3n(c2-c2ccnc(NCCO)c2)[C@H]2CC[C@@H]3C2)n1,3709,active,inactive
CHEMBL5857249,Cc1cc(C(=O)Nc2cc(Nc3ncccc3-c3ncnc4[nH]cnc34)ccc2F)cc(C(F)(F)F)c1,126,active,inactive
